numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07149;19960520120000;101610;50;1;260;5.100000;288.040000;278.250000;52;12000;15;1;1;75;5;1250;38;28;11;100540;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;8;1200;3;6;1500;mq;mq;mq;mq;mq;mq;
07168;19960520120000;101620;10;2;260;4.100000;290.540000;279.150000;47;30000;2;1;1;50;4;1250;32;20;10;100230;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;8;1440;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;19960520120000;101600;30;1;290;5.100000;288.950000;275.750000;41;25000;2;1;1;75;5;1250;32;20;11;97500;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;1290;4;0;7500;mq;mq;mq;mq;mq;mq;
07190;19960520120000;101620;130;3;200;5.100000;286.540000;282.750000;78;25000;1;9;1;90;4;1250;32;24;12;99800;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;8;1380;3;0;6900;mq;mq;mq;mq;mq;mq;
07207;19960520120000;101750;90;1;260;3.000000;286.150000;280.350000;68;30000;2;1;1;50;2;800;32;20;11;101230;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2428.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;19960520120000;101640;70;1;270;4.100000;286.850000;282.150000;73;15000;2;8;6;90;6;800;39;20;12;101330;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;mq;mq;mq;mq;mq;mq;2;9;900;4;8;1080;mq;mq;mq;mq;mq;mq;
07240;19960520120000;101620;20;1;240;4.100000;289.350000;277.750000;46;20000;2;1;1;90;4;1250;32;23;60;100300;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;8;1290;5;3;3000;mq;mq;mq;mq;mq;mq;
07255;19960520120000;101670;50;1;270;2.000000;289.450000;279.540000;52;35000;27;8;1;75;5;800;32;20;11;99710;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;mq;mq;mq;mq;mq;mq;5;8;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;19960520120000;101720;90;3;160;3.000000;287.250000;280.040000;62;15000;25;8;1;75;5;800;39;26;10;99030;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;9;780;5;8;990;mq;mq;mq;mq;mq;mq;
07299;19960520120000;101560;50;3;280;6.100000;288.540000;280.040000;57;30000;2;1;1;90;3;1250;32;23;12;98380;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;1200;6;0;6900;mq;mq;mq;mq;mq;mq;
07314;19960520120000;101820;90;2;240;6.100000;286.850000;282.350000;74;25000;2;1;1;50;4;800;39;26;10;101540;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2438.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;19960520120000;101720;70;2;250;3.000000;287.750000;279.540000;58;20000;2;1;1;90;3;1250;38;61;60;100290;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;8;1200;3;6;2100;7;3;3000;mq;mq;mq;
07434;19960520120000;101700;50;1;210;5.100000;285.950000;278.850000;62;40000;2;1;1;90;5;800;38;23;60;96970;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;840;3;6;1500;mq;mq;mq;mq;mq;mq;
07460;19960520120000;101620;40;0;220;1.000000;289.540000;278.250000;47;30000;2;1;1;60;5;1750;38;20;10;97780;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;8;1500;5;6;1800;mq;mq;mq;mq;mq;mq;
07471;19960520120000;mq;70;1;360;4.100000;286.650000;272.950000;39;50000;2;1;1;60;5;1250;38;20;10;92070;85000;14700;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;1080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;19960520120000;101740;100;3;240;6.100000;286.250000;280.650000;69;20000;2;1;1;75;5;800;32;20;11;98890;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;19960520120000;101840;120;1;260;5.100000;289.450000;281.150000;58;15000;2;1;1;75;6;1250;38;20;10;101110;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;8;990;4;6;1200;mq;mq;mq;mq;mq;mq;
07535;19960520120000;101870;90;2;220;3.000000;288.450000;281.950000;65;25000;2;1;1;90;7;800;38;61;60;98760;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;750;3;6;900;mq;mq;mq;mq;mq;mq;
07558;19960520120000;101750;120;2;220;8.200000;285.250000;278.850000;65;15000;2;1;1;60;5;800;32;20;10;93500;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;19960520120000;101560;40;1;30;6.100000;291.650000;281.040000;50;50000;2;1;1;25;2;800;32;20;10;100700;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;8;780;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;19960520120000;mq;-10;5;220;4.100000;287.150000;275.750000;46;45000;2;1;1;60;5;1750;32;20;10;91330;85000;14500;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;19960520120000;101920;100;1;230;3.000000;288.150000;282.750000;70;25000;25;6;2;75;6;800;38;20;10;101210;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;mq;mq;mq;mq;mq;mq;5;8;780;3;6;1200;mq;mq;mq;mq;mq;mq;
07621;19960520120000;101890;70;1;290;6.100000;288.350000;280.350000;59;30000;2;1;1;40;3;1250;32;20;10;97630;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;5010.000000;mq;mq;mq;3;8;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;19960520120000;101890;60;1;350;4.100000;287.950000;280.040000;59;20000;3;6;2;60;5;1250;32;20;10;97070;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;5;8;1080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;19960520120000;102020;110;1;280;4.100000;287.450000;280.950000;65;25000;2;6;1;90;7;800;38;61;60;100180;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;mq;mq;mq;5;8;810;4;6;1440;mq;mq;mq;mq;mq;mq;
07643;19960520120000;101590;10;0;150;5.100000;293.450000;282.650000;50;70000;2;1;1;50;3;800;32;20;12;101500;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;19960520120000;101530;90;1;300;8.200000;294.350000;280.250000;40;30000;2;1;1;40;1;1250;32;20;12;101100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;8;990;3;0;7500;mq;mq;mq;mq;mq;mq;
07661;19960520120000;101470;40;1;280;9.700000;292.350000;280.750000;47;25000;2;1;1;40;3;800;33;20;10;99880;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1016.000000;1116.000000;2438.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;19960520120000;101110;-20;8;230;10.800000;292.850000;281.850000;49;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100810;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1118.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;19960520120000;101700;40;0;340;7.200000;292.540000;278.250000;39;60000;2;1;1;10;1;800;38;20;10;101150;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;1117.000000;mq;mq;mq;1;8;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;19960520120000;101690;100;1;240;7.200000;293.650000;287.540000;68;30000;2;1;1;50;3;1250;32;23;10;101580;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;5040.000000;mq;mq;mq;3;8;1080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;19960520120000;101400;40;0;70;4.100000;292.950000;285.950000;64;15000;95;9;8;75;6;800;39;20;10;101260;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;mq;mq;5050.000000;mq;mq;mq;1;9;780;3;8;900;mq;mq;mq;mq;mq;mq;
61968;19960520120000;101410;mq;mq;90;2.000000;303.150000;293.950000;58;20000;2;1;1;60;1;800;38;25;12;mq;mq;mq;50;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2438.000000;mq;mq;mq;1;8;600;4;3;4800;mq;mq;mq;mq;mq;mq;
61970;19960520120000;101620;mq;mq;180;3.000000;301.450000;293.950000;64;30000;2;1;1;25;2;800;31;20;11;mq;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2438.000000;mq;mq;mq;2;8;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;19960520120000;101790;mq;mq;270;3.000000;301.250000;293.250000;62;25000;2;1;1;60;2;800;32;20;12;mq;mq;mq;210;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2438.000000;mq;mq;mq;2;8;600;5;0;9000;mq;mq;mq;mq;mq;mq;
61976;19960520120000;101520;mq;mq;130;7.200000;300.350000;294.150000;69;25000;2;1;1;25;2;800;32;20;10;mq;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2438.000000;mq;mq;mq;2;8;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;19960520120000;101840;mq;mq;110;8.200000;298.350000;292.250000;69;20000;2;1;1;50;4;800;38;20;10;mq;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2448.000000;mq;mq;mq;1;8;690;3;6;1380;mq;mq;mq;mq;mq;mq;
61996;19960520120000;102040;20;3;260;8.200000;286.750000;286.750000;100;8000;61;6;2;100;7;450;35;61;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.400000;mq;mq;2446.000000;mq;mq;mq;7;6;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;19960520120000;100560;-100;6;270;6.100000;277.150000;271.150000;65;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98770;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;19960520120000;97450;-30;5;230;25.200000;277.750000;273.750000;75;5000;80;8;6;90;7;800;32;61;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;1137.000000;mq;mq;mq;7;8;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;19960520120000;101400;mq;mq;160;4.100000;301.850000;295.750000;70;30000;2;1;1;60;5;800;32;20;12;mq;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;690;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;19960520120000;101200;30;3;80;6.100000;276.650000;275.650000;93;1500;10;4;mq;100;7;20;38;26;60;101140;mq;mq;mq;276.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;8;7;30;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;19960520120000;101580;90;1;70;6.100000;300.250000;294.950000;73;40000;2;1;1;60;2;800;38;20;12;mq;mq;mq;mq;298.250000;mq;mq;302.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;1.600000;mq;mq;mq;mq;1;8;600;4;0;9000;mq;mq;mq;mq;mq;mq;
78897;19960520120000;101510;140;1;80;4.100000;300.750000;295.450000;73;20000;3;8;6;40;1;800;38;20;11;mq;mq;mq;mq;296.040000;mq;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4.000000;mq;4.000000;mq;mq;mq;mq;1;8;690;3;0;9000;mq;mq;mq;mq;mq;mq;
78922;19960520120000;101380;130;1;70;7.200000;299.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100980;mq;mq;mq;297.450000;mq;mq;301.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;19960520120000;101480;110;1;100;4.100000;299.540000;296.250000;82;6000;15;8;1;60;5;450;38;20;10;mq;mq;mq;mq;296.750000;mq;mq;303.540000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;3.000000;mq;mq;mq;mq;1;8;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;19960520120000;101290;mq;mq;240;2.000000;302.850000;301.750000;94;15000;2;1;1;50;2;450;32;23;11;mq;mq;mq;mq;298.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;22.000000;mq;mq;mq;mq;2;8;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;19960520120000;101330;mq;mq;0;0.000000;298.250000;297.750000;97;15000;1;4;1;75;2;70;32;23;10;mq;mq;mq;mq;295.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7.000000;mq;mq;mq;mq;1;7;30;6;3;3300;mq;mq;mq;mq;mq;mq;
81408;19960520120000;101290;mq;mq;360;1.000000;297.850000;297.850000;100;12000;2;1;1;90;3;250;31;27;60;mq;mq;mq;mq;295.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6.000000;mq;mq;mq;mq;3;8;180;7;3;3900;mq;mq;mq;mq;mq;mq;
81415;19960520120000;101250;mq;mq;60;1.000000;298.750000;296.040000;85;8000;2;1;1;90;7;450;32;61;60;mq;mq;mq;mq;295.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.000000;mq;mq;mq;mq;7;8;480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;19960520120000;99220;120;3;130;10.800000;253.850000;248.050000;57;25000;2;1;1;50;3;1250;35;23;11;98650;mq;mq;mq;252.250000;mq;254.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;19960520150000;101650;80;1;300;4.100000;286.350000;280.350000;67;30000;2;1;1;40;3;800;38;20;12;100730;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;8;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;19960520150000;101560;40;1;190;6.100000;286.540000;281.150000;70;24000;2;1;1;25;1;1250;31;20;11;101390;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2438.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;19960520150000;101620;40;3;70;3.000000;285.250000;280.350000;72;25000;2;1;1;90;7;800;32;61;60;100810;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;8;900;7;6;1500;mq;mq;mq;mq;mq;mq;
07037;19960520150000;101600;10;3;250;3.000000;284.450000;279.950000;74;20000;80;8;6;90;7;800;39;61;60;99770;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;3;9;690;5;8;990;6;6;1500;mq;mq;mq;
07110;19960520150000;101560;30;0;230;8.200000;285.950000;278.150000;59;20000;2;1;1;40;3;1250;31;20;10;100370;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;19960520150000;101560;0;5;260;6.100000;289.450000;277.540000;45;30000;2;1;1;40;3;1250;32;20;11;101050;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;1290;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;19960520150000;101610;40;3;310;3.000000;285.450000;282.150000;80;30000;3;8;2;90;5;800;39;23;12;99890;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;mq;mq;mq;mq;mq;mq;mq;2;9;750;3;6;1500;6;0;7500;mq;mq;mq;
07149;19960520150000;101620;10;0;210;4.100000;288.150000;279.750000;57;16000;15;8;6;90;5;800;39;20;12;100550;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.800000;mq;mq;mq;mq;mq;mq;mq;1;8;600;4;9;1110;5;0;7500;mq;mq;mq;
07168;19960520150000;101660;40;1;300;3.000000;290.650000;278.950000;46;30000;2;8;6;60;5;1750;38;20;10;100270;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;2;8;1500;4;6;1500;mq;mq;mq;mq;mq;mq;
07181;19960520150000;101650;40;2;290;3.000000;288.350000;277.450000;48;25000;2;1;1;90;6;1250;38;20;11;97540;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;1290;3;0;7500;mq;mq;mq;mq;mq;mq;
07190;19960520150000;101650;40;3;200;5.100000;288.950000;280.950000;59;30000;2;1;1;60;3;1750;32;23;12;99840;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;19960520150000;101810;60;1;260;6.100000;286.040000;280.540000;69;30000;2;1;1;60;5;800;32;20;10;101290;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;2428.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;19960520150000;101730;90;2;270;6.100000;288.450000;280.450000;59;22000;1;8;6;40;2;1250;32;20;12;101420;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;mq;mq;mq;mq;mq;mq;2;8;990;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;19960520150000;101660;40;3;280;3.000000;287.540000;280.650000;63;20000;2;1;1;90;4;1250;38;27;60;100340;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;8;1200;3;6;1500;5;3;3000;mq;mq;mq;
07255;19960520150000;101700;20;0;180;1.000000;287.750000;280.350000;61;35000;25;8;2;100;5;800;39;20;13;99730;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1.000000;mq;mq;mq;mq;mq;mq;mq;5;8;780;1;9;990;5;0;7500;mq;mq;mq;
07280;19960520150000;101700;0;3;170;2.000000;289.040000;279.250000;52;50000;2;1;1;60;5;1250;38;20;10;99030;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;2;8;1380;5;6;1800;mq;mq;mq;mq;mq;mq;
07299;19960520150000;101770;180;3;360;3.000000;286.540000;281.650000;72;9000;80;8;2;90;4;1250;38;23;12;98560;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;2;8;990;4;6;1500;5;0;6900;mq;mq;mq;
07314;19960520150000;101910;90;3;240;6.100000;287.450000;281.650000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101630;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;19960520150000;101770;50;3;260;6.100000;288.450000;279.450000;55;20000;2;1;1;90;6;1250;38;23;60;100340;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;8;1200;3;6;1800;5;3;3000;mq;mq;mq;
07434;19960520150000;101790;80;2;240;6.100000;285.250000;279.750000;69;25000;15;2;2;90;7;800;38;61;60;97050;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;750;5;6;1290;mq;mq;mq;mq;mq;mq;
07460;19960520150000;101650;30;1;40;1.000000;289.250000;279.150000;51;20000;2;1;1;60;3;1750;32;23;10;97810;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;3;8;1500;3;3;2100;mq;mq;mq;mq;mq;mq;
07471;19960520150000;mq;50;2;340;2.000000;287.850000;274.450000;40;55000;2;1;1;60;5;1250;38;20;10;92120;85000;14780;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;8;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;19960520150000;101680;-20;7;60;1.000000;290.540000;277.850000;43;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98870;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;19960520150000;101910;80;1;250;7.200000;290.950000;279.450000;47;15000;2;1;1;75;6;1250;38;20;10;101190;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;5;8;1080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;19960520150000;102010;110;3;220;2.000000;286.450000;283.250000;81;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98870;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;19960520150000;101750;60;3;280;7.200000;287.650000;278.450000;54;15000;2;1;1;50;4;800;34;20;10;93560;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;4;6;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
